,name,rating,sub_region,year,"price, kr.",light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,kompas,kompas2
141,I Progni Valpolicella Ripasso Classico Superiore ,3.9,Valpolicella Ripasso,2017,118.13 ,0.623471,0.39063200000000003,0.28057200000000004,0.238313,Le Salette,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
142,Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva ,3.9,Chianti Classico,2017,227.33 ,0.454955,0.5258780000000001,0.0390419,0.606774,Antinori,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
143,Cipressi Nizza ,3.9,Barbera d'Asti,2017,140.41 ,0.550297,0.265738,0.073082,0.6015600000000001,Michele Chiarlo,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
144,Campo Ai Sassi Rosso di Montalcino ,3.7,Rosso di Montalcino,2017,125.88 ,0.397943,0.383926,0.033769099999999996,0.448022,Tenuta CastelGiocondo,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
145,Adèo Bolgheri ,4.2,Bolgheri,2017,129.98 ,0.622308,0.61148,0.086591,0.503432,Campo Alla Sughera,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
146,Passo del Cardinale Primitivo di Manduria ,4.1,Primitivo di Manduria,2017,73.74 ,0.64453,0.227028,0.373611,0.168404,Paololeo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
147,Nèprica Primitivo ,3.8,Puglia,2017,99 ,0.630786,0.234602,0.32640399999999997,0.157639,Tormaresca,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
148,Campo del Maestro Verona ,4.5,Verona,2017,222.71 ,0.617716,0.34094599999999997,0.177061,0.258931,Brunelli,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
149,Fantini Sangiovese Puglia ,3.8,Puglia,2017,79 ,0.8070959999999999,0.322886,0.253582,0.229947,Farnese,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
150,Sassirossi Primitivo di Manduria ,4.1,Primitivo di Manduria,2017,113.35 ,0.5558339999999999,0.206054,0.36981499999999995,0.15404199999999998,Feudi Salentini,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
151,Lu Rappaio Primitivo di Manduria ,4.2,Primitivo di Manduria,2017,66.04 ,0.661862,0.211691,0.402303,0.11015599999999999,Masca del Tacco,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
152,Primitivo Salento Pilùna ,3.9,Salento,2017,51.73 ,0.637191,0.20888500000000002,0.37935699999999994,0.11468600000000001,Castello Monaci,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
153,Passo dei Sani Premium Rosso ,4.0,Terre di Chieti,2017,38.25 ,0.57312,0.37917,0.13855399999999998,0.365126,Loggia dei Sani,semi bold,semi smooth,dry,semi soft,Abruzzo,East,East
154,Appassimento Barbera Passito ,3.8,Piemonte,2017,85 ,0.52533,0.173889,0.208538,0.594807,San Silvestro,semi light,smooth,semi dry,semi acidic,Piemonte,North,North-west
155, Ventiterre Montepulciano d'Abruzzo ,3.4,Montepulciano d'Abruzzo,2017,42.32 ,0.342015,0.392305,0.0,0.642331,Zonin,light,semi smooth,dry,acidic,Abruzzo,East,East
156,Primitivo - Merlot Zolla ,4.1,Puglia,2017,62.16 ,0.823891,0.331199,0.329794,0.192658,Vigneti del Salento,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
157,Villa Santera Primitivo di Manduria ,4.2,Primitivo di Manduria,2017,117.50 ,0.652423,0.195122,0.426742,0.087541,Leone de Castris,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
158,Suadens Campania Rosso ,4.1,Campania,2017,113.96 ,0.817551,0.316609,0.406639,0.190163,Nativ,bold,semi smooth,semi sweet,soft,Campania,South,South-west
159,Sherazade Nero d'Avola ,3.7,Terre Siciliane,2017,85.66 ,0.7703319999999999,0.370672,0.22821999999999998,0.278785,Donnafugata,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
160,Organic Primitivo Puglia ,3.8,Puglia,2017,55.74 ,0.6044160000000001,0.152311,0.45732300000000004,0.078908,Doppio Passo,semi bold,smooth,sweet,soft,Puglia,East,South-east
161,Corte del Lupo Curtefranca ,3.9,Curtefranca,2017,184.13 ,0.548246,0.38701500000000005,0.177755,0.299298,Ca' del Bosco,semi bold,semi smooth,semi dry,semi soft,Lombardia,North,North
162,Il Vignale Vino Bianco Dolce ,4.6,Valpolicella,2017,47.43 ,0.573553,0.29828899999999997,0.291842,0.168947,Ristorante Pie Nie,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
163,Valpolicella Superiore Case Vecie ,3.5,Valpolicella,2017,122 ,0.36753199999999997,0.318088,0.12701700000000002,0.504916,Brigaldara,light,semi smooth,dry,semi acidic,Veneto,North,North-east
164,Roma Rosso ,4.0,Lazio,2017,81.19 ,0.505572,0.38277,0.15651099999999998,0.39494599999999996,Poggio le Volpi,semi light,semi smooth,semi dry,semi soft,Lazio,West,West
165,Nero D'Avola - Frappato Sicilia SP ,3.8,Terre Siciliane,2017,122.38 ,0.739642,0.40234499999999995,0.214939,0.34612699999999996,Occhipinti,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
166,Poggerissi Rosso di Toscana ,3.5,Toscana,2017,65 ,0.431156,0.35207,0.0,0.466263,Renzo Masi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
167,Sangiovese di Toscana ,3.4,Toscana,2017,75 ,0.39525799999999994,0.39716700000000005,0.012432599999999999,0.47222299999999995,Il Bastardo,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
168,Riserva ,4.1,Brindisi,2017,70.69 ,0.6438720000000001,0.19872,0.32332500000000003,0.11306200000000001,Doppio Passo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
169,Fantini Casale Vecchio Montepulciano d'Abruzzo ,3.7,Montepulciano d'Abruzzo,2017,70.20 ,0.358773,0.38161,0.09332499999999999,0.622563,Farnese,light,semi smooth,dry,acidic,Abruzzo,East,East
170,Gran Maestoso Primitivo ,4.0,Puglia,2017,69 ,0.661733,0.169829,0.395998,0.054463399999999995,Albea,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
171,Podere della Filandra Chianti ,3.4,Chianti,2017,115 ,0.408197,0.584629,0.0,0.6254080000000001,Buccia Nera,semi light,semi tannic,dry,acidic,Toscana,North,North-west
172,Primitivo - Malbek ,3.9,Tarantino,2017,134.07 ,0.7583280000000001,0.3751,0.244027,0.31006500000000004,Azienda Agricola Morella,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
173, Uno Due Cinque Primitivo del Salento ,4.0,Salento,2017,65 ,0.642384,0.174737,0.39841299999999996,0.08059200000000001,Feudi Salentini,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
174,Nero d'Avola - Cabernet Sauvignon ,3.7,Terre Siciliane,2017,59 ,0.788133,0.40183399999999997,0.31628300000000004,0.252238,Crudo,bold,semi smooth,semi sweet,semi soft,Sicilia,South,South
175,Rupicolo Castel del Monte ,3.5,Castel del Monte,2017,35.17 ,0.7717820000000001,0.375644,0.21514399999999997,0.274616,Rivera,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
176,Briccotondo Barbera ,3.7,Piemonte,2017,64.43 ,0.517522,0.185273,0.033227599999999996,0.61031,Fontanafredda,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
177,Rosso Puglia ,3.9,Puglia,2017,58.10 ,0.698043,0.30575600000000003,0.331573,0.207416,Luccarelli,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
178,Galileo Colli Pesaresi Sangiovese Riserva ,4.5,Colli Pesaresi,2017,112.40 ,0.453713,0.31699599999999994,0.165467,0.435717,Guerrieri,semi light,semi smooth,semi dry,semi acidic,Marche,East,East
179,Barbera d’Alba Busije ,3.7,Barbera d'Alba,2017,70.58 ,0.48816400000000004,0.218286,0.0648603,0.582978,Giacosa Fratelli,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
180,Nero d'Avola (Organico) ,3.9,Terre Siciliane,2017,59.50 ,0.7626860000000001,0.326889,0.263312,0.227507,Vanitá,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
181,Siepi ,4.5,Toscana,2017,849 ,0.510209,0.38380400000000003,0.10717399999999999,0.42841500000000005,Mazzei,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
182,Barbera d’Asti Superiore ,4.0,Barbera d'Asti,2017,109 ,0.53746,0.22811199999999998,0.06362069999999999,0.5932609999999999,Enzo Bartoli,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
183,Old Vines Zinfandel ,3.5,Puglia,2017,115 ,0.69309,0.307975,0.340149,0.24206,Replica,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
184,Poggio ai Ginepri Bolgheri ,3.9,Bolgheri,2017,199.95 ,0.62791,0.590165,0.044695399999999996,0.487384,Tenuta Argentiera,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
185,Antico Sigillo Primitivo di Manduria ,3.9,Primitivo di Manduria,2017,86.40 ,0.668682,0.19145399999999999,0.389795,0.089775,Sigillo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
186,Neropasso Originale Veneto Rosso ,4.0,Veneto,2017,79 ,0.6153789999999999,0.298416,0.299006,0.18328299999999997,Biscardo,semi bold,semi smooth,semi sweet,soft,Veneto,North,North-east
187,La Bestia Governo ,3.9,Toscana,2017,75 ,0.48609699999999995,0.368899,0.147604,0.395978,Il Cinghiale Sfuggente Governo,semi light,semi smooth,semi dry,semi soft,Toscana,North,North-west
188,Colle Rotondella Campi Flegrei Piedirosso ,3.6,Campi Flegrei,2017,63.31 ,0.6321559999999999,0.30281399999999997,0.17613399999999999,0.287935,Cantine Astroni,semi bold,semi smooth,semi dry,semi soft,Campania,South,South-west
189,Conclave Falerno del Massico ,4.0,Falerno del Massico,2017,100.56 ,0.740056,0.313685,0.274889,0.183389,Gennaro Papa,bold,semi smooth,semi dry,soft,Campania,South,South-west
190,Il Corzanello Rosso ,3.5,Toscana,2017,81.19 ,0.478886,0.34336,0.011330400000000003,0.433174,Corzano e Paterno,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
191,MunJebel Rosso ,4.1,Etna,2017,472.50 ,0.763862,0.466148,0.207123,0.343928,Frank Cornelissen,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
192,Pinot Noir Piemonte ,3.5,Piemonte,2017,69 ,0.26128,0.15166000000000002,0.008760000000000004,0.6614399999999999,Franco Serra,light,smooth,dry,acidic,Piemonte,North,North-west
193,Secondo Passo Primitivo Salento ,3.9,Salento,2017,59 ,0.6173879999999999,0.186614,0.427117,0.10519500000000001,Botter,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
194,Halleluja Syrah ,3.7,Terre Siciliane,2017,125.14 ,0.825,0.369633,0.14333300000000002,0.219617,Campisi,bold,semi smooth,dry,semi soft,Sicilia,South,South
195,Tempranijo Lazio Rosso ,3.9,Lazio,2017,108.08 ,0.549029,0.33218000000000003,0.156808,0.399013,Casale del Giglio,semi bold,semi smooth,semi dry,semi soft,Lazio,West,West
196,Sarasino Barbera d’Asti ,3.8,Barbera d'Asti,2017,238 ,0.529583,0.23027799999999998,0.005,0.6286109999999999,La Vedetta,semi bold,smooth,dry,acidic,Piemonte,North,North-west
197,Saffredi ,4.4,Maremma Toscana,2017,599 ,0.49633999999999995,0.422529,0.129073,0.437654,Fattoria le Pupille,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
198,Vigneto Bordini Barbaresco ,4.0,Barbaresco,2017,399 ,0.600583,0.697819,0.0,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
199,Etna Santo Spirito Rosso ,4.1,Etna,2017,349 ,0.760796,0.424942,0.21218499999999998,0.31311100000000003,Tenuta delle Terre Nere,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
200, Novantaceppi Nero Di Troia ,3.6,Puglia,2017,35.51 ,0.779684,0.464066,0.294699,0.274494,Latentia Winery,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
201,Ignaccio Rosso di Montalcino ,4.0,Rosso di Montalcino,2017,299 ,0.445649,0.416619,0.023797499999999996,0.48027299999999995,Il Marroneto,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
202,Ciaböt del Fi Barbera d'Alba ,3.8,Barbera d'Alba,2017,295 ,0.523535,0.189496,0.00032649999999999845,0.675998,Brovia,semi light,smooth,dry,acidic,Piemonte,North,North-west
203,La Tartufaia Langhe Pinot Nero ,3.9,Langhe,2017,279 ,0.286364,0.338836,0.0,0.651736,Giulia Negri,light,semi smooth,dry,acidic,Piemonte,North,North-west
204,Varvàra Bolgheri ,4.0,Bolgheri,2017,245 ,0.640348,0.628436,0.0521444,0.527482,Castello di Bolgheri,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
205,Le Masche Barbera d'Alba Superiore ,3.9,Barbera d'Alba,2017,64.95 ,0.534251,0.158998,0.0,0.651725,BelColle,semi bold,smooth,dry,acidic,Piemonte,North,North-west
206,Governo All'Uso Toscano ,4.1,Toscana,2017,171 ,0.488199,0.340761,0.19305999999999998,0.356841,Poggio Civetta,semi light,semi smooth,semi dry,semi soft,Toscana,North,North-west
207,Pipoli Aglianico del Vulture ,3.8,Aglianico del Vulture,2017,48.42 ,0.825,0.392082,0.292438,0.224572,Vigneti del Vulture,bold,semi smooth,semi dry,semi soft,Basilicata,South,South
208,Cantalupi Primitivo Salento ,3.4,Salento,2017,51.40 ,0.595514,0.279575,0.31181800000000004,0.174748,Conti Zecca,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
209,Corte Majoli Valpolicella Ripasso Superiore ,3.8,Valpolicella,2017,115 ,0.6117940000000001,0.339246,0.29653100000000004,0.204516,Tezza,semi bold,semi smooth,semi sweet,soft,Veneto,North,North-east
210, Victorya ,3.7,Cerasuolo di Vittoria,2017,107.26 ,0.644071,0.364028,0.281656,0.230085,Casa di Grazia,semi bold,semi smooth,semi dry,semi soft,Sicilia,South,South
211,Monsordo Rosso ,3.8,Langhe,2017,168.71 ,0.620464,0.404129,0.176246,0.241417,Ceretto,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
212,Cantalupi Negroamaro Salento ,3.8,Salento,2017,43.95 ,0.7429770000000001,0.39565399999999995,0.24836200000000003,0.21395499999999998,Conti Zecca,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
213,Pèppoli Chianti Classico ,3.8,Chianti Classico,2017,154 ,0.420224,0.524488,0.015311699999999994,0.603771,Antinori,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
214,Morellino di Scansano ,3.6,Morellino di Scansano,2017,78.95 ,0.39903700000000003,0.39657800000000004,0.0254946,0.425963,Aia Vecchia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
215,Governo Toscana Rosso ,3.9,Toscana,2017,69.95 ,0.423817,0.312691,0.163315,0.380897,Duca di Saragnano,semi light,semi smooth,semi dry,semi soft,Toscana,North,North-west
216,Crognolo Toscana ,3.9,Toscana,2017,199.95 ,0.478499,0.39209200000000005,0.06364469999999998,0.425668,Tenuta Sette Ponti,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
217,Barbera d'Alba Bric Loira ,4.1,Barbera d'Alba,2017,169 ,0.53571,0.18869599999999997,0.010173199999999999,0.66479,Cascina Chicco,semi bold,smooth,dry,acidic,Piemonte,North,North-west
218,Lurëi Barbera d'Asti Superiore ,3.9,Barbera d'Asti,2017,99.81 ,0.55645,0.200922,0.04657189999999999,0.653092,Il Falchetto,semi bold,smooth,dry,acidic,Piemonte,North,North-west
219,Colle degli Ulivi ,3.3,Botticino,2017,110.39 ,0.587584,0.335486,0.14190000000000003,0.259802,Noventa,semi bold,semi smooth,dry,semi soft,Lombardia,North,North
220,Baluma Nebbiolo d'Alba ,3.9,Piemonte,2017,135 ,0.614439,0.825,0.0,0.825,Diego Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
221,Muina Syrah Salento ,3.9,Salento,2017,55.86 ,0.825,0.35302100000000003,0.34623600000000004,0.214806,Cantine due Palme,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
222,Tareni del Duca Nero d'Avola ,3.5,Terre Siciliane,2017,33.52 ,0.805217,0.38108800000000004,0.242893,0.22794799999999998,Cantine Pellegrino,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
223,Sassi Sparsi Bolgheri ,3.8,Bolgheri,2017,95.71 ,0.6413110000000001,0.6529200000000001,0.188357,0.493252,Rocca delle Macìe,semi bold,tannic,semi dry,semi acidic,Toscana,North,North-west
224,Vespolina Colline Novaresi ,3.5,Colline Novaresi,2017,89.76 ,0.529847,0.403323,0.11689,0.269756,Cà Nova - Codecasa Giada,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
225,Giomé Benaco Bresciano ,3.6,Benaco Bresciano,2017,69.05 ,0.6524209999999999,0.33087099999999997,0.07115919999999999,0.26213200000000003,Cà Maiol,semi bold,semi smooth,dry,semi soft,Lombardia,North,North
226,Morandina Valpolicella Ripasso Superiore ,4.0,Valpolicella Ripasso,2017,239 ,0.599706,0.37906999999999996,0.250334,0.25360099999999997,Prà,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
227,Toscana Pian di Nova Rosso ,3.9,Toscana,2017,238 ,0.47834899999999997,0.40125700000000003,0.0,0.441174,Il Borro,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
228,Chianti Classico Riserva Ser Lapo ,4.1,Chianti Classico,2017,119 ,0.424278,0.547205,0.034251500000000004,0.6027,Mazzei,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
229,S.to Ippolito Rosso ,4.1,Toscana,2017,134.07 ,0.5630850000000001,0.260641,0.23656500000000003,0.367578,Cantine Leonardo da Vinci,semi bold,smooth,semi dry,semi soft,Toscana,North,North-west
230,San Bastian Barbera d'Asti ,4.0,Barbera d'Asti,2017,149 ,0.52988,0.15119800000000003,0.07755999999999999,0.564296,Poderi Rosso Giovanni,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
231,Memoria Primitivo di Manduria ,3.7,Primitivo di Manduria,2017,55.86 ,0.664832,0.23685099999999998,0.355633,0.201986,Produttori Vini Manduria,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
232,Pietro Junior Valpolicella Ripasso Superiore ,3.9,Valpolicella Ripasso,2017,139 ,0.6740609999999999,0.410574,0.32726799999999995,0.30331600000000003,Pietro Zardini,semi bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
233,Veneto Rosso Passo Rosso ,3.7,Veneto,2017,42.83 ,0.554351,0.37420499999999995,0.188639,0.22638000000000003,Lenotti,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
234,Barbera d'Asti Le Orme ,3.6,Barbera d'Asti,2017,139 ,0.511873,0.197573,0.0077448000000000005,0.632825,Michele Chiarlo,semi light,smooth,dry,acidic,Piemonte,North,North-west
235,Shadir Nero d'Avola ,3.6,Terre Siciliane,2017,139 ,0.825,0.282536,0.15,0.187246,Todaro,bold,smooth,semi dry,soft,Sicilia,South,South
236,Rocca Guicciarda Chianti Classico Riserva ,3.8,Chianti Classico,2017,259.95 ,0.427489,0.539759,0.036523900000000005,0.61634,Ricasoli,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
237,Rocca Pagliara Appassimento Rosso ,4.1,Puglia,2017,135 ,0.825,0.34401400000000004,0.318477,0.204572,Botter,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
238,Corte Cariano Terra Solinas Valpolicella Ripasso Classico Superiore ,4.1,Amarone della Valpolicella Classico,2017,129 ,0.677778,0.311111,0.181389,0.227222,Brunelli,bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
239,Nero Reale Primitivo di Manduria ,3.9,Primitivo di Manduria,2017,96.74 ,0.596256,0.229389,0.446368,0.149847,Borgo dei Mori,semi bold,smooth,sweet,soft,Puglia,East,South-east
240,Zacinto ,3.8,Puglia,2017,129 ,0.610781,0.428125,0.288652,0.43925800000000004,Masseria Cuturi,semi bold,semi smooth,semi dry,semi acidic,Puglia,East,South-east
241,Langhe Nebbiolo ,4.0,Langhe,2017,129 ,0.639493,0.816149,0.034583300000000004,0.825,Gian Piero Marrone,semi bold,tannic,dry,acidic,Piemonte,North,North-west
242,Primius Primitivo di Manduria ,3.9,Primitivo di Manduria,2017,129 ,0.614875,0.198247,0.432166,0.16519899999999998,San Donaci,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
243,Hierà ,3.7,Salina,2017,109.94 ,0.7804859999999999,0.347171,0.26665,0.26981,Hauner,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
244,Sogno di Ulisse Montepulciano d'Abruzzo ,3.8,Montepulciano d'Abruzzo,2017,79 ,0.36316400000000004,0.372129,0.0703059,0.550952,Tenuta Ulisse,light,semi smooth,dry,semi acidic,Abruzzo,East,East
245,Campo Casalvegri Valpolicella Classico Superiore ,4.0,Valpolicella Classico,2017,129.98 ,0.433127,0.301777,0.14596699999999999,0.5179860000000001,Ca La Bionda,semi light,semi smooth,dry,semi acidic,Veneto,North,North-east
246,Montepulciano d'Abruzzo (Unico) ,4.0,Montepulciano d'Abruzzo,2017,119 ,0.378286,0.360649,0.0609323,0.59253,Tenuta Ulisse,light,semi smooth,dry,semi acidic,Abruzzo,East,East
247,Primitivo Salento ,3.2,Salento,2017,119 ,0.623543,0.243981,0.317808,0.219052,a6mani,semi bold,smooth,semi sweet,semi soft,Puglia,East,South-east
248,Bonera ,3.8,Terre Siciliane,2017,95.27 ,0.807744,0.39778399999999997,0.262181,0.31235100000000005,Mandrarossa,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
249,Riserva Cannonau di Sardegna ,3.8,Cannonau di Sardegna,2017,149 ,0.636225,0.39777799999999996,0.0,0.4426300000000001,Sella & Mosca,semi bold,semi smooth,dry,semi acidic,Sardegna,West,West
250,Nerojbleo ,3.8,Terre Siciliane,2017,112.73 ,0.807631,0.39919699999999997,0.25195,0.25468399999999997,Gulfi,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
251,Sassocupo Chianti Superiore ,3.8,Chianti,2017,165 ,0.5320969999999999,0.585594,0.11574000000000001,0.553834,Buccia Nera,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
252,Thalia ,4.1,Etna,2017,229 ,0.6776899999999999,0.40197499999999997,0.18198699999999998,0.284802,Tenuta di Aglaea,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
